Time	Ex Time	Time (Clock)	Speed	Grade	VO2	VO2	VCO2	RER	RR	Vt BTPS	VE BTPS	BR	PETO2	PETCO2	HR	HRR
(min)	(min)	(Clock)	(MPH)	(%)	(mL/kg/min)	(mL/min)	(mL/min)		(br/min)	(mL)	(L/min)	(%)	(mmHg)	(mmHg)	(BPM)	(%)
0:14	 	12:55:55	0.0	0.0	12.6	939	697	0.74	26	813	21.1	86.2	99	37	 	 
0:19	 	12:56:00	0.0	0.0	7.1	532	442	0.83	13	1095	14.2	90.7	107	34	 	 
0:23	 	12:56:04	0.0	0.0	1.6	121	98	0.81	13	440	5.9	96.1	107	33	 	 
0:27	 	12:56:08	0.7	0.0	21.1	1573	1380	0.88	22	2118	47.4	69.1	117	29	 	 
0:29	0:01	12:56:10	1.6	0.9	8.7	650	753	1.16	29	1050	30.6	80.1	123	26	 	 
0:33	0:05	12:56:14	3.0	0.9	2.6	196	216	1.11	14	794	10.9	92.9	119	29	 	 
0:36	0:08	12:56:17	3.0	0.9	7.3	544	468	0.86	18	887	16.0	89.6	102	37	 	 
0:39	0:11	12:56:20	3.0	0.9	7.9	591	399	0.68	41	377	15.3	90.0	92	39	 	 
0:41	0:13	12:56:22	2.9	0.9	17.3	1291	918	0.71	24	1151	27.4	82.1	96	37	 	 
0:44	0:16	12:56:25	3.0	0.9	15.0	1121	845	0.75	24	1109	26.5	82.7	101	35	 	 
0:47	0:19	12:56:28	2.8	0.9	12.1	903	694	0.77	21	967	20.6	86.5	100	36	 	 
0:49	0:21	12:56:30	3.0	0.9	11.2	836	675	0.81	26	859	21.9	85.7	104	34	 	 
0:51	0:23	12:56:32	3.0	0.9	10.0	747	611	0.82	31	664	20.4	86.7	104	35	 	 
0:53	0:25	12:56:34	2.8	0.9	11.4	850	681	0.80	31	716	22.5	85.3	103	35	 	 
0:56	0:28	12:56:37	3.0	0.9	12.7	946	792	0.84	22	1133	24.4	84.1	106	35	 	 
1:00	0:32	12:56:41	3.0	0.9	7.4	556	477	0.86	13	1193	15.5	89.9	107	34	 	 
1:05	0:37	12:56:46	3.0	0.9	19.3	1443	1120	0.78	14	2183	30.8	80.0	96	38	 	 
1:13	0:45	12:56:54	3.0	0.9	6.2	463	348	0.75	7	1321	9.8	93.6	91	41	 	 
1:15	0:47	12:56:56	3.0	0.9	29.7	2216	1342	0.61	24	1505	36.1	76.5	86	39	 	 
1:18	0:50	12:56:59	3.0	0.9	20.7	1544	1065	0.69	23	1400	32.4	78.9	97	35	 	 
1:21	0:53	12:57:02	3.0	0.9	14.5	1086	774	0.71	21	1086	22.9	85.1	96	37	 	 
1:24	0:56	12:57:05	3.0	0.9	17.6	1315	1055	0.80	17	1944	33.7	78.0	105	34	 	 
1:26	0:58	12:57:07	3.0	0.9	9.8	732	567	0.77	29	654	18.8	87.8	101	36	 	 
1:28	1:00	12:57:09	4.0	0.9	9.9	737	537	0.73	33	560	18.3	88.1	98	37	 	 
1:30	1:02	12:57:11	4.8	0.9	16.7	1244	893	0.72	34	840	28.5	81.4	98	36	 	 
1:31	1:03	12:57:12	6.9	0.9	23.2	1734	1257	0.72	42	923	38.7	74.7	97	36	 	 
1:33	1:05	12:57:14	6.6	0.9	15.4	1148	840	0.73	43	761	32.8	78.6	104	33	 	 
1:34	1:06	12:57:15	6.5	0.9	19.6	1465	1091	0.75	41	923	37.9	75.3	102	34	 	 
1:36	1:08	12:57:17	6.6	0.9	24.9	1860	1395	0.75	40	1158	46.0	70.0	103	34	 	 
1:37	1:09	12:57:18	6.6	0.9	19.1	1426	1069	0.75	43	893	38.8	74.7	104	34	 	 
1:38	1:10	12:57:19	6.6	0.9	17.3	1291	1025	0.79	42	890	37.4	75.6	106	33	 	 
1:40	1:12	12:57:21	6.5	0.9	19.7	1472	1235	0.84	36	1096	39.6	74.2	106	34	 	 
1:42	1:14	12:57:23	6.5	0.9	18.2	1356	1127	0.83	33	1138	37.7	75.4	106	34	 	 
1:44	1:16	12:57:25	6.6	0.9	22.2	1655	1336	0.81	35	1252	43.9	71.4	105	34	 	 
1:45	1:17	12:57:26	6.6	0.9	26.4	1970	1579	0.80	41	1228	50.8	66.9	103	34	 	 
1:46	1:18	12:57:27	6.6	0.9	19.0	1419	1154	0.81	41	960	39.5	74.3	103	34	 	 
1:48	1:20	12:57:29	6.6	0.9	18.3	1367	1066	0.78	37	952	35.0	77.2	103	34	 	 
1:50	1:22	12:57:31	6.5	0.9	28.1	2101	1523	0.72	38	1271	48.0	68.7	99	35	 	 
1:51	1:23	12:57:32	6.6	0.9	17.3	1288	955	0.74	41	788	32.6	78.8	102	34	 	 
1:53	1:25	12:57:34	6.5	0.9	31.4	2343	1597	0.68	41	1154	47.8	68.9	93	37	 	 
1:54	1:26	12:57:35	6.5	0.9	24.2	1805	1244	0.69	32	1159	37.2	75.8	91	38	 	 
1:56	1:28	12:57:37	6.6	0.9	37.1	2767	1809	0.65	39	1382	54.2	64.7	93	37	 	 
1:58	1:30	12:57:39	6.5	0.9	27.5	2052	1363	0.66	36	1195	42.4	72.3	93	36	 	 
1:59	1:31	12:57:40	6.6	0.9	33.2	2475	1669	0.67	39	1316	51.3	66.6	95	36	 	 
2:01	1:33	12:57:42	6.6	0.9	27.4	2046	1407	0.69	37	1190	44.1	71.3	96	35	 	 
2:02	1:34	12:57:43	6.5	0.9	37.4	2795	1923	0.69	41	1401	58.0	62.2	96	36	 	 
